bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Domaine Serene 2014 Coeur Blanc Pinot Noir (Willamette Valley),Pinot Noir,US,"A barrel-fermented white Pinot Noir, this is bursting with broad, creamy flavors of ripe caramel-dipped apples and fresh pear. It might be mistaken for Chardonnay, except for the extra weight that carries through the lengthy finish. Though it's tempting to describe white Pinot Noirs as sparkling wines without the sparkle, this is much more interesting, and one of the rare examples that defines both a style and a standard for the rest.",Coeur Blanc,94,95,Oregon,Willamette Valley,Willamette Valley,Domaine Serene,Paul Gregutt,@paulgwine 
Drappier 2008 Grande Sendrée Brut  (Champagne),Champagne Blend,France,"This ripe wine offers great balance between the rich, structured Pinot Noir and the mineral Chardonnay. From a very fine vintage, it reveals intense flavors, layers of ripe apple and a taut texture that promises further aging. The wine can be drunk now, but it will be so much better from 2018.",Grande Sendrée Brut,94,120,Champagne,Champagne,[EMPTY],Drappier,Roger Voss,@vossroger
Fox Creek 2013 Reserve Shiraz (McLaren Vale),Shiraz,Australia,"Fresh mint and cracked pepper accent dark plummy fruit on the nose, picking up hints of dark chocolate and black olive on the palate. It's full bodied, creamy in feel and loaded with supple tannins, which make the wine approachable now, but should sustain it through at least 2025.",Reserve,94,83,South Australia,McLaren Vale,[EMPTY],Fox Creek,Joe Czerwinski,@JoeCz
Bruno Paillard 2006 Blanc de Blancs Extra Brut  (Champagne),Champagne Blend,France,"Paillard's crispest Chardonnay comes mainly from the Côte des Blancs. Offering great white fruit and bright apple flavors, this wine is also textured and mineral. It is beginning to mature, suggesting a touch of toastiness while the fruit remains. It finishes dry. Drink the wine now.",Blanc de Blancs Extra Brut,94,87,Champagne,Champagne,[EMPTY],Bruno Paillard,Roger Voss,@vossroger
Charles Ellner 2006 Séduction Brut  (Champagne),Champagne Blend,France,"This rich, opulent prestige cuvée lives up to the Séduction name, instantly appealing with its ripe yellow fruit and generous texture. It is just approaching maturity, with hints of toast. Drink now or, even better, from 2017.",Séduction Brut,94,70,Champagne,Champagne,[EMPTY],Charles Ellner,Roger Voss,@vossroger
Kracher 2013 Auslese Cuvée White (Burgenland),White Blend,Austria,"The scent of apricot jam is exquisitely pure on the nose, with an added glimpse of orange zest. The palate plays out all its luscious apricot richness, countering it with fresh lemon purity. Perfectly pitched balance between apricot richness and lemon zestiness makes this a delicious but balanced high-wire act. How can anyone resist?",Auslese Cuvée,94,23,Burgenland,[EMPTY],[EMPTY],Kracher,Anne Krebiehl MW,@AnneInVino
Liquid Farm 2014 La Hermana Chardonnay (Santa Maria Valley),Chardonnay,US,"This is one of the most exciting wines of the vintage for this label, a blend of 68% Bien Nacido and 32% from its sister vineyard, Solomon Hills. It shows Meyer lemon pith, chalk, pencil lead, grapefruit pith and a slight touch of yogurt on the nose. The chalk-driven, tingling-with-acidity palate opens onto brine-laced flavors of yellow grapefruit pith and expertly restrained pineapple and peach.",La Hermana,94,40,California,Santa Maria Valley,Central Coast,Liquid Farm,Matt Kettmann,@mattkettmann
Krug NV Grande Cuvée 158ème Edition Brut  (Champagne),Champagne Blend,France,"This rounded, well-textured wine is dominated by Pinot Noir, with a distinctly mineral streak from the Chardonnay. Poised between richness and elegance, it is ready to drink. Krug numbers the successive blends of its Grande Cuvée because it regards each blending as unique.",Grande Cuvée 158ème Edition Brut,94,169,Champagne,Champagne,[EMPTY],Krug,Roger Voss,@vossroger
Lynmar 2014 Bliss Block Pinot Noir (Russian River Valley),Pinot Noir,US,"Bliss Block lies within the property's Quail Hill Vineyard and is the coolest two acres on the estate. Spicy acidity and dark earth support a full-bodied, oaky imprint of complexity and structure, dotted in savory cranberry and black tea.",Bliss Block,94,80,California,Russian River Valley,Sonoma,Lynmar,Virginie Boone,@vboone
Lynmar 2014 Covenant Chardonnay (Russian River Valley),Chardonnay,US,"This is a truly beautiful wine, a blend of two estate vineyards, Quail Hill and Susanna's. Richly layered and concentrated in its still-vibrant youth, it's also texturally complex and compelling in its teases of ginger and honey, taking on more succulent notions of apple and a flinty element as it opens.",Covenant,94,55,California,Russian River Valley,Sonoma,Lynmar,Virginie Boone,@vboone
Pierre Gerbais NV L'Osmose Extra Brut Chardonnay (Champagne),Chardonnay,France,"Although not labeled as such, this is a blanc de blancs produced from two old-vine parcels of Chardonnay, one facing north, the other south. That in itself helps the balance of this dry wine. It is perfumed and crisp with a taut mineral texture that contrasts with the ripe apple and pink-grapefruit flavors. Drink now.",L'Osmose Extra Brut,94,61,Champagne,Champagne,[EMPTY],Pierre Gerbais,Roger Voss,@vossroger
Pol Roger 2008 Rosé Brut  (Champagne),Champagne Blend,France,"This ripe wine with its red fruits and well-balanced texture is beautifully ready to drink, with just the right crisp acidity to balance the soft richness. There is no sign yet of maturity, the fruit from this great vintage showing at its perfumed best. Drink the wine now.",Rosé Brut,94,130,Champagne,Champagne,[EMPTY],Pol Roger,Roger Voss,@vossroger
Thomas Fogarty 2013 La Vida Bella Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,"From a vineyard located close to the coast of Aptos, this bottling shows dewy chaparral aromas on the nose, as well as light cinnamon, nutmeg and smashed graphite, with a dense pomegranate-hibiscus core. It is tightly wound on the sip, with cranberry, raspberry, rose petal and rose-hip flavors. The texture and tension are impressive, and will unleash continued intrigue from 2018 to 2033.",La Vida Bella Vineyard,94,50,California,Santa Cruz Mountains,Central Coast,Thomas Fogarty,Matt Kettmann,@mattkettmann
Tierra Roja 2013 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,US,"Made from a site on the eastern edge of the appellation, along the Silverado Trail, this 100% varietal wine opens in smoky campfire and cigar. Perfumed in clove and wild sage, it remains smooth and full bodied on the palate, imparting an enviable richness and layering of juicy plum, black currant and berry.",[EMPTY],94,150,California,Oakville,Napa,Tierra Roja,Virginie Boone,@vboone
Vasse Felix 2015 Heytesbury Chardonnay (Margaret River),Chardonnay,Australia,"Winemaker Virginia Willcock has taken Vasse Felix's top Chardonnay to extraordinary heights this year. Chardonnay yields in the region were down, and this wine reflects an extra level of concentration and power as a result. Grilled peaches and tangerines provide ample flesh, yet the wine remains focused and refreshing through the long, mouthwatering finish. Drink now–2025.",Heytesbury,94,69,Western Australia,Margaret River,[EMPTY],Vasse Felix,Joe Czerwinski,@JoeCz
WillaKenzie Estate 2014 Aliette Pinot Noir,Pinot Noir,US,"From the oldest part of the estate, planted in 1992, this excellent effort seems to have entered the phase where more aromatic complexity appears. It has lovely delineation of both scents and flavors, a matrix of fruit, soil and Pommard clone. Strong streaks of tobacco and chocolate annotate the core of raspberry puree. The concentration and length are impressive.",Aliette,94,55,Oregon,Willamette Valley,[EMPTY],WillaKenzie Estate,Paul Gregutt,@paulgwine 
Dr. Loosen 2014 Erdener Treppchen GG Alte Reben Grosse Lage Dry Riesling (Mosel),Riesling,Germany,"Intense ripeness and delicate texture go hand-in-hand in this stunning dry Riesling. Honeyed tones of pineapple, tangerine and lemon quiver nervously on the palate, bolstered by a reverberating throng of high-toned acidity. It's dazzling and vital with a lingering kiss of spice and earth.",Erdener Treppchen GG Alte Reben Grosse Lage Dry,94,54,Mosel,[EMPTY],[EMPTY],Dr. Loosen,Anna Lee C. Iijima,[EMPTY]
Fulcrum 2014 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"This is a spicy, fully plush and complete wine, integrated in oak and tannin with a strength of black-cherry compote that gives an extra edge. The length and texture are impressive, showcasing the power of the vineyard in a ripe, even vintage, and some deft winemaking as well.",Gap's Crown Vineyard,94,62,California,Sonoma Coast,Sonoma,Fulcrum,Virginie Boone,@vboone
TeHo 2014 El Corte Tomal Vineyard Red (Mendoza),Red Blend,Argentina,"Heady smoky aromas of blackberry, prune, licorice and fine oak announce a tannic, deep and firmly built palate. Spicy, toasty oak notes blend with ripe blackberry and cassis flavors, while an oaky peppery toasted finish is potent and bodes well for the future; drink this Malbec-Cabernet Sauvignon combo from 2018–2026.",El Corte Tomal Vineyard,94,50,Mendoza Province,Mendoza,[EMPTY],TeHo,Michael Schachner,@wineschach
Michael Mondavi Family Estate 2014 Animo Heritage Sauvignon Blanc (Napa Valley),Sauvignon Blanc,US,"This complex white comes from cuttings procured in 2004 from one of the oldest surviving vineyards of this variety, thought to have originated in the Loire Valley, then replanted by the producer onto older rootstock. Lemony acidity meets light, bright floral intrigue around hints of peach, grapefruit and lime, remaining velvety smooth and balanced.",Animo Heritage,94,65,California,Napa Valley,Napa,Michael Mondavi Family Estate,Virginie Boone,@vboone
Richard Rottiers 2015 Dernier Souffle  (Moulin-à-Vent),Gamay,France,"The wine's name (“last breath”) is based on its origins in vines planted next to a cemetery. Putting that aside, the wine itself is impressive, richly structured and with dense tannins and concentration. The wine with its firm character and ripe black fruit will age. Drink starting from 2019.",Dernier Souffle,94,35,Beaujolais,Moulin-à-Vent,[EMPTY],Richard Rottiers,Roger Voss,@vossroger
Rôtie Cellars 2014 Northern Blend Syrah (Washington),Syrah,US,"Cofermented with 5% Viognier, this perfumed wine brings aromas of green olive, stems, potpourri, blue fruit and moist earth. The palate is chock-full of layered boysenberry and earth flavors, earthshaking in their intensity, with a mouthfeel that only heightens the interest.",Northern Blend,94,48,Washington,Washington,Washington Other,Rôtie Cellars,Sean P. Sullivan,@wawinereport
Thomas Fogarty 2013 Mindego Ridge Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,US,"Minty earth tones frame this wine from a dramatic vineyard perched high amid the redwoods and shale soils of this mountainous region that impart forest underbrush, dried lilac and olallieberry aromas. The dark blackberry fruit flavors on the palate are enhanced by marjoram, dark clove, crushed fennel and Christmas spices.",Mindego Ridge Vineyard,94,60,California,Santa Cruz Mountains,Central Coast,Thomas Fogarty,Matt Kettmann,@mattkettmann
K Vintners 2014 The Boy Grenache (Washington),Grenache,US,"A blend of fruit from Northridge Vineyard on the Wahluke Slope and Powerline Vineyard in the Walla Walla Valley, this pale colored wine delivers vibrant, complex aromas of strawberry, brown stems, fresh flowers, green olive, smoked meat and moist earth. The cranberry and smoked meat flavors are soft and sumptuous, leading to an extended fruit and savory note finish. It's all about elegance but the purity is dazzling.",The Boy,94,50,Washington,Washington,Washington Other,K Vintners,Sean P. Sullivan,@wawinereport
Prinz Salm 2014 Binger Kirchberg GG Erste Lage Trocken Riesling (Rheinhessen),Riesling,Germany,"This stunner of a dry Riesling invigorates from first whiff with its zesty tangerine-peel perfume. On the palate, silken layers of white grapefruit and lime fill are amplified by a steely backbone of acidity and minerality. It's a gorgeously composed wine with a persistent, intently mineral finish. Drink now through at least 2030.",Binger Kirchberg GG Erste Lage Trocken,94,70,Rheinhessen,[EMPTY],[EMPTY],Prinz Salm,Anna Lee C. Iijima,[EMPTY]
B. Leighton 2013 Olsen Brothers Vineyard Petit Verdot (Yakima Valley),Petit Verdot,US,"This is an exceptional example of this variety, with aromas of fresh herb, violets, orange peel and black fruit. The dark-fruit flavors are rich and layered, showing an exquisite sense of balance along with great length.",Olsen Brothers Vineyard,94,55,Washington,Yakima Valley,Columbia Valley,B. Leighton,Sean P. Sullivan,@wawinereport
Betz Family 2014 Réserve du Soleil Red (Columbia Valley (WA)),Rhône-style Red Blend,US,"This is the winery's first attempt at a reserve-level Rhône-style wine. A blend of Mourvèdre (51%), Cinsault (27%), Grenache (18%) and Counoise, it leads with fragrant aromas of crushed flowers, thyme, smoke, white pepper and boysenberry. The mouthfeel is seamless and the flavors rich, along with exquisite balance and exceptional length.",Réserve du Soleil,94,85,Washington,Columbia Valley (WA),Columbia Valley,Betz Family,Sean P. Sullivan,@wawinereport
